"game_id","game_date","season","level","play_id","inning","is_top_inning","balls","strikes","outs","pre_runner_1b","pre_runner_2b","pre_runner_3b","home_score","away_score","batter_side","pitcher_side","hit_trajectory","launch_angle","launch_direction","exit_speed","launch_spinaxis","launch_spinrate","bearing","hit_distance","hangtime","fielder_id","fielder_pos","fielder_max_throwspeed","runner_base","runner_id","runner_max_sprintspeed","runner_advance"
"91104110",2024-03-29,2024,"AAA","SJ39M6Z4TAYU8E11",4,0,1,2,1,NA,"xAxmOLGO",NA,0,0,"L","R","fly_ball",23.4197518948823,2.24656228224876,80.7225717772716,176.638368572615,1312.64692131982,1.03952117987268,285.433917505766,4.07320226764679,"IGkNM6bq","CF",93.5,2,"xAxmOLGO",27.6,0
"63779064",2024-03-30,2024,"AAA","F2A8A09MGWRWMB5O",6,0,0,1,1,NA,"Q7BVGkSJ",NA,7,3,"R","R","fly_ball",38.23483036908,20.1873970506526,84.7975974578607,199.23930199916,3015.22356423974,34.6256077423713,251.963737951415,5.2267119140625,"mns7MNKk","RF",102.9,2,"Q7BVGkSJ",26.8,0
"63779064",2024-03-30,2024,"AAA","N8V6VS191YANHONT",7,0,1,1,0,"5jtj1Cvw","MlpvoMR9",NA,10,3,"R","L","fly_ball",30.5733200378599,2.38685031556158,88.0295456681153,194.242692285097,2234.68989048961,10.6111099716949,330.192101835305,5.3018779296875,"B3DctN3K","CF",93.8,2,"MlpvoMR9",28.2,1
"35466104",2024-03-30,2024,"AAA","HLRFCZEJN61U6VEX",1,0,2,2,0,NA,"alCSZSOP",NA,0,1,"R","R","fly_ball",22.8365008944304,17.3418616418117,103.19052574855,217.77316427669,2030.10136962626,31.2697378222128,332.199390247275,4.2739013671875,"TvcxN2sV","RF",NA,2,"alCSZSOP",29.2,1
"08884269",2024-03-30,2024,"AAA","32EEIIAGFZ9ZN8OF",6,0,1,1,1,NA,"YY8CmW8K",NA,5,1,"R","R","fly_ball",49.3036600803642,4.95075548268257,95.3943434170528,184.08089698315,4449.63351065539,9.44896669801329,303.734017384126,6.9691650390625,"VWztaKut","CF",89.3,2,"YY8CmW8K",30.8,1
"08884269",2024-03-30,2024,"AAA","9WBFMHLO791RHYP8",7,1,2,1,0,"wja3b2Wl","JsNXi2SQ",NA,6,1,"R","R","fly_ball",29.5146598127202,-4.96557808665054,92.1111625516919,184.552295597556,2159.1161311636,NA,NA,NA,"YY8CmW8K","CF",100.8,2,"JsNXi2SQ",26.8,1
"10707195",2024-03-30,2024,"AAA","WJDZTEMPKUKGQZ24",5,0,1,2,1,NA,"leVkftUO",NA,1,0,"R","L","line_drive",22.0246672846252,20.670201153037,88.5269116710755,210.640633503809,1502.28507253359,29.5244163634506,292.548998571703,3.92940734577179,"OUfbDMxl","RF",89.6,2,"leVkftUO",28.1,1
"65223122",2024-03-30,2024,"AAA","KFQF686JTXWPKWQ4",4,1,2,2,1,NA,"7tiqu3gZ",NA,0,1,"R","R","fly_ball",25.4024194964288,3.38126012725624,97.333142944545,200.640345340685,1929.75183944421,15.2352738306153,375.605058804062,5.3151259765625,"bkPcOZqK","CF",96.2,2,"7tiqu3gZ",27.9,1
"65223122",2024-03-30,2024,"AAA","XMI2HBHUPQ4Z6BHD",9,1,0,2,1,NA,"YYAzjdwL","mhsgITon",6,5,"L","L","line_drive",13.4633251528965,16.6890960405187,108.492172132672,189.282179664274,503.571250322271,18.9265785933504,337.234504527993,3.6688251953125,"foSBjF5e","RF",94.4,2,"YYAzjdwL",29.3,0
"91185726",2024-03-30,2024,"AAA","IYS934MVGQOJICVA",1,0,1,2,1,NA,"1fQ6Itws",NA,1,0,"R","R","fly_ball",37.3295458296149,16.294788601526,96.3720781729398,196.830332153692,3273.51421087142,33.4693077479682,315.223394329688,6.2795224609375,"WiZEmdQr","RF",94.5,2,"1fQ6Itws",25.5,1
"91185726",2024-03-30,2024,"AAA","9O30B427GD0SU34O",3,0,3,2,0,NA,"vn6uv3F8",NA,2,0,"R","R","fly_ball",44.1980290769122,5.05444771386175,70.0221682648561,194.46300968503,2932.39986981164,16.0665588014856,209.169138212759,5.1309658203125,"WiZEmdQr","RF",94.5,2,"vn6uv3F8",28.3,0
"91185726",2024-03-30,2024,"AAA","NLP3DLQUBRWPG269",5,1,1,1,0,"Pko5MgrJ","gZtPk7Kr",NA,2,0,"L","R","fly_ball",40.1308503439686,-18.8076731670976,72.3145984473498,150.501174298358,2973.70583711491,-35.3012805603791,221.999934287155,4.6779541015625,"XB6r5ZQz","LF",92.2,2,"gZtPk7Kr",28.1,0
"91185726",2024-03-30,2024,"AAA","LBE0NWT9B8G5XEQY",6,1,1,0,0,"uUuxAMKd","6HuoaRi0",NA,3,1,"R","R","fly_ball",45.3814317600975,3.35343287203524,88.0635490123491,192.864858395935,3788.12246580063,20.3270017644615,244.141024006179,6.2507646484375,"bwgQR0D2","RF",88,2,"6HuoaRi0",28.7,0
"91185726",2024-03-30,2024,"AAA","2TQF5H6M789K6VC0",6,1,1,0,1,"uUuxAMKd","6HuoaRi0",NA,3,1,"L","R","fly_ball",24.2216817818919,-0.886515473631396,107.602013681857,171.96741033286,1866.0248522802,-6.32951939914325,406.350046140047,5.7290830078125,"sjhmY91l","CF",94.4,2,"6HuoaRi0",28.7,0
"91185726",2024-03-30,2024,"AAA","IDFRN28MJTEL4G4P",6,0,0,1,0,"sjhmY91l","bwgQR0D2",NA,3,1,"R","R","line_drive",17.4085949211134,-15.9138137909807,94.2311543092406,179.074169822701,866.860627811147,-16.2835897639433,318.200816154358,3.9165732421875,"uUuxAMKd","LF",95,2,"bwgQR0D2",27.1,0
"91185726",2024-03-30,2024,"AAA","7YXDG7MBS2DIIF10",6,0,0,1,1,"sjhmY91l","bwgQR0D2",NA,3,1,"R","R","fly_ball",44.081627629253,8.78094092834454,101.453241824935,193.515744736405,4216.99677705093,28.334060573984,283.349860015701,6.7746806640625,"WiZEmdQr","RF",94.5,2,"bwgQR0D2",27.1,1
"69737517",2024-03-30,2024,"AAA","I3RW6QAVYJRPKECW",9,1,0,1,0,"7qZWm3Iz","P7tH9tAS","c32jHZSq",1,4,"L","R","fly_ball",32.9802132230995,-1.03867884313693,87.1126999658039,162.894520588544,2499.38967692966,-14.4788234638162,284.782082461052,5.4002099609375,"tvfDM3iH","LF",91.9,2,"P7tH9tAS",28.3,0
"08350643",2024-03-30,2024,"AAA","OB6BF6U98AISR9LA",6,0,2,1,1,NA,"1CHBElin",NA,2,0,"L","R","line_drive",18.5786018886257,21.305713418089,104.832369049092,217.465398890403,1395.71341322886,26.318503218678,323.594287775104,3.43971984577179,"kqrPWvsd","RF",97.5,2,"1CHBElin",26.1,1
"97099136",2024-03-30,2024,"AAA","7ZAFZXTPNGIQKEGP",2,1,1,2,0,"hB2lmjzY","2R5XHLCc",NA,0,2,"R","R","fly_ball",28.0013553692667,-8.88102882597354,104.491857758782,185.212123059853,2265.90143771801,-5.7531908347669,398.970099544815,5.7218134765625,"CsyxN1AB","CF",NA,2,"2R5XHLCc",27.3,1
"74282543",2024-03-30,2024,"AAA","HYKLSG5AE1OZJS2P",1,1,0,2,0,NA,"tKIWSfLo","gVmKUNje",0,1,"R","L","fly_ball",36.1297927248697,26.6056133638664,92.3190670886834,204.306750352122,3151.23870534482,41.2071065945765,316.86700930144,5.4305966796875,"rECQe1fG","RF",87.6,2,"tKIWSfLo",27.5,1
"74282543",2024-03-30,2024,"AAA","EC68WANA23B4L6QK",4,1,0,0,1,"ChaFExH6","IGkNM6bq",NA,0,2,"R","L","fly_ball",39.4537061544664,-24.6278085019341,88.8703200861882,179.786093576851,3110.35023259407,-24.6691197754637,312.576583391936,5.87862218952179,"eyELpuGd","LF",93.7,2,"IGkNM6bq",28.7,0
"74282543",2024-03-30,2024,"AAA","JN73I1R7435A46AF",9,1,1,0,0,"frVebUPR","V6CO7S8j",NA,2,2,"R","R","fly_ball",32.1562568830413,-24.1779482142068,92.0351494041662,168.098173994604,2488.56095882453,-30.6058327219922,349.730359735923,5.4432177734375,"eyELpuGd","LF",93.7,2,"V6CO7S8j",29.4,0
"34771167",2024-03-31,2024,"AAA","VKE8XM4IM5YOTN9C",10,0,0,0,1,"FILbZ3gW","FeMhiKfn",NA,3,3,"R","L","line_drive",15.3879896475904,-7.3507818195856,111.877252236025,172.059821257191,771.890093448605,-7.91917568354154,308.569060756097,3.0824462890625,"RrqFjaVG","CF",86.2,2,"FeMhiKfn",29.1,0
"39204731",2024-03-31,2024,"AAA","FPE6KNFQBYR6FPMD",1,1,0,0,0,"lNfR8Yvq","5EJBaKsH","imf4qJH1",0,0,"L","R","fly_ball",33.6182600895949,15.7809742097248,94.9117277873586,173.465329830437,2691.05330412985,11.7405395759444,363.050335572979,5.80297961139679,"ZJHY8vam","CF",87.5,2,"5EJBaKsH",26.6,1
"39204731",2024-03-31,2024,"AAA","H6M3237PH9TRNXMU",3,1,0,2,0,"mns7MNKk","lNfR8Yvq",NA,0,3,"R","R","fly_ball",43.2901052658483,-4.28341254298441,87.741748381876,187.50671433168,3494.73459963777,1.49330162213266,292.603446888209,5.9754580078125,"ZJHY8vam","CF",87.5,2,"lNfR8Yvq",27.3,0
"39204731",2024-03-31,2024,"AAA","OGSHDWBXO462NGB8",3,1,0,0,1,"mns7MNKk","lNfR8Yvq",NA,0,3,"R","R","fly_ball",28.3931342098006,10.4936894436444,98.1840085364772,197.606949732312,2271.75417942034,21.5705995204461,385.257580973488,5.6463232421875,"elnV0CAx","RF",92,2,"lNfR8Yvq",27.3,1
"93972940",2024-03-31,2024,"AAA","GLYV10NK4X3K8KF5",3,0,1,2,1,"znWEweCW","YY8CmW8K",NA,3,0,"L","L","fly_ball",40.0547774673422,-17.5309195906529,92.0981749949576,162.067566458354,3455.97660054587,-28.6759296341557,341.640197849079,5.9595400390625,"wja3b2Wl","LF",101.6,2,"YY8CmW8K",30.8,1
"93972940",2024-03-31,2024,"AAA","TP6LIKJP4VWYFEGZ",7,0,0,2,1,"Qynu99HJ","AocHKL1B",NA,6,5,"R","R","fly_ball",42.222677396706,25.0472527422307,72.6708067928943,193.726457572616,2860.5696159888,29.4106596716283,253.031825444339,4.7970654296875,"JsNXi2SQ","RF",88.3,2,"AocHKL1B",28.8,0
"02003942",2024-03-31,2024,"AAA","QUNBUO4FH992E7SF",2,1,1,0,1,"Wb361vjo","eB1xw40v","SQY4YqH1",0,0,"R","R","fly_ball",34.4221086149756,-1.1943562032523,73.3490406008436,193.01574437943,2191.47869549092,4.62241986413077,250.014674410351,4.5841669921875,"lS8YKSD4","CF",98.7,2,"eB1xw40v",28,0
"90248600",2024-03-31,2024,"AAA","MK49U63CBQ9R1DWB",8,1,0,2,1,NA,"QdNmOIYb","rpXZBgSz",2,5,"R","R","fly_ball",40.0835155270515,20.8520229222094,96.3332234928687,196.234984735673,3585.50436690877,37.3063679447465,318.643290440406,6.34377258014679,"BweySzeU","RF",99.3,2,"QdNmOIYb",26.5,1
"69404731",2024-03-31,2024,"AAA","U8CP56KPK8YKR5RS",6,1,0,0,1,NA,"6HuoaRi0","tLONRSAv",0,8,"L","R","line_drive",26.5827354692639,11.0098963047335,77.4999585384142,172.245861607691,1559.2203224042,7.84598661388034,270.566590712112,4.31328820514679,"EF6IZdkH","CF",94.7,2,"6HuoaRi0",28.7,1
"69404731",2024-03-31,2024,"AAA","FJ6UZMBD8QT0KMZI",8,1,1,1,1,"ezPuuzRi","p2zaoyCI","tLONRSAv",0,10,"R","L","fly_ball",36.5931475465445,9.30320581100774,80.744315368474,195.821760806959,2656.24430269341,21.3718696243933,269.207453830771,5.4166787109375,"XB6r5ZQz","RF",92.2,2,"p2zaoyCI",28.2,0
"69114915",2024-03-31,2024,"AAA","O577STQMAVXQWIR1",2,1,3,2,1,NA,"MgJwN8br",NA,0,1,"L","R","fly_ball",31.8795170533821,1.05003536637776,81.5398715192181,169.216025157735,2169.28025781484,-7.13566425966569,276.068460761921,5.2801669921875,"kUCRiW8o","CF",88.6,2,"MgJwN8br",25.8,0
"18618189",2024-03-31,2024,"AAA","GKLL99EX4EJVRZLL",8,0,0,1,1,"Gh8SKAKh","iUVURNWP",NA,2,2,"R","R","fly_ball",39.4788196174236,-8.27512837353882,77.0928683844905,181.902769585201,2701.89098633257,-7.05431617422238,266.883735443916,5.24425695514679,"l3JwS1ej","CF",93.5,2,"iUVURNWP",27.9,0
"18618189",2024-03-31,2024,"AAA","UXEDC68I849ZL839",9,1,1,2,0,NA,"B8YpsRH3",NA,2,2,"R","R","fly_ball",34.3170523487241,22.1410877063136,88.9581494115258,209.247777522661,2955.38323522625,38.1610186673697,299.377787667154,5.0869443359375,"iUVURNWP","RF",NA,2,"B8YpsRH3",23.6,1
"18618189",2024-03-31,2024,"AAA","3YMDGHXX4IAVD3MI",9,0,1,1,0,NA,"a4kggXa1",NA,2,3,"R","R","line_drive",16.8199023105372,-5.12293633083722,100.46242525593,186.589924074847,860.532871007478,-3.58327983020051,317.449503659865,3.7011845703125,"l3JwS1ej","CF",93.5,2,"a4kggXa1",27.7,0
"94294259",2024-03-31,2024,"AAA","BVQCJWB1YA54YLIN",2,0,0,1,1,"RW4f82Ca","skSkNZ7D",NA,0,1,"R","R","fly_ball",31.3342054814151,-23.895319936933,91.8285903422823,168.210309548517,2391.7059209079,-30.9600653492706,344.53549808719,5.5025146484375,"o3VFDgcx","LF",88.6,2,"skSkNZ7D",27.4,1
"20034413",2024-04-02,2024,"AAA","P5MUWW0X7D8FPHRR",9,0,0,2,1,"y0RrlPxM","TvcxN2sV","1HkFTxtZ",3,5,"L","R","line_drive",17.9523379560412,24.9139743010287,99.352969535875,210.463840387053,1133.57412601281,29.2903667736724,286.054600973886,3.2926142578125,"fePkM7Fc","RF",97.4,2,"TvcxN2sV",27.8,0
"47212978",2024-04-02,2024,"AAA","B64AM5V3NRH5RUZA",3,1,1,2,0,"MgYt7jbH","pPNNupx1",NA,6,7,"R","R","line_drive",27.7116862697299,-15.3904912115762,78.8174780476401,177.424143720986,1677.06096172139,-15.7856360479728,283.171196182451,4.1131611328125,"buoAwLHS","LF",92.3,2,"pPNNupx1",27.3,0
"47212978",2024-04-02,2024,"AAA","AFDDY2FRPSZKO4SS",3,1,3,1,1,NA,"MgYt7jbH","pPNNupx1",6,7,"L","R","fly_ball",50.5306900305931,4.64798907666861,94.450073301723,181.050324686851,4530.81456278416,NA,NA,NA,"hB2lmjzY","CF",96.3,2,"MgYt7jbH",27.7,0
"47212978",2024-04-02,2024,"AAA","9D640IAD72HDDRC4",5,0,1,1,1,NA,"KTuUTvTy",NA,6,9,"R","R","line_drive",30.3792355906006,-18.6655936567583,82.5360274992668,185.005972892658,2019.78707602056,-16.3151811984803,286.790187471595,4.7188095703125,"qDF6lrs3","LF",92.8,2,"KTuUTvTy",27.3,0
"47212978",2024-04-02,2024,"AAA","GBMU4J8FGS67YWBL",7,0,0,2,1,NA,"hB2lmjzY",NA,6,9,"R","L","fly_ball",58.6486863422242,8.81530425071873,88.7041325559955,184.472951922538,5112.80235741444,11.077108107274,263.476188259135,6.3532685546875,"mutbtv30","RF",85.5,2,"hB2lmjzY",29.3,0
"47212978",2024-04-02,2024,"AAA","7DLJRO6ND7X8PWPT",9,1,0,2,0,NA,"MgYt7jbH",NA,12,9,"R","L","line_drive",16.777242025861,-14.5859552453954,100.090299645052,167.220864673768,868.188657931216,-17.6983377784657,311.996818287314,3.7100185546875,"buoAwLHS","LF",92.3,2,"MgYt7jbH",27.7,0
"21607411",2024-04-02,2024,"AAA","GYG6JWI4QX0GX0KO",4,0,0,1,0,NA,"VWztaKut",NA,2,3,"L","R","fly_ball",51.0810279677288,-6.52712653194554,87.9651224494797,177.21793165993,4280.72186201293,-7.44954537614469,295.442505405738,5.84248351764679,"YikRRrQp","LF",91.6,2,"VWztaKut",28.7,0
"21607411",2024-04-02,2024,"AAA","S9791Y71M0P0G4CV",9,1,0,0,1,"tioNR8g4","NVzQg52g","AmlKaavc",4,7,"R","L","fly_ball",35.0204165570246,-25.2573778834807,80.5700232348669,171.982863309149,2425.5002363484,-28.7909874948284,306.897301594434,5.1299033203125,"tF5seSJz","LF",91.8,2,"NVzQg52g",25.3,0
"80553782",2024-04-02,2024,"AAA","X8XRFZ4YLUE1LR3S",11,0,2,2,0,NA,"9JcpHf0T",NA,8,8,"R","R","fly_ball",33.3643283379982,29.7430692131629,81.2699502148908,205.218706031911,2503.78263128469,41.9440795205741,284.287401716445,4.9103486328125,"UFcmjxzX","RF",92.3,2,"9JcpHf0T",25.3,1
"63746455",2024-04-02,2024,"AAA","RQJ86E3NX6PW8I5N",6,1,3,2,1,"Rg9ZwvX3","tGKdGUH7","FILbZ3gW",0,3,"R","R","fly_ball",26.0914604238357,18.6706676654651,86.0419653030671,210.683082099993,1936.94358949825,31.3402911176946,267.757399468452,4.17124523639679,"WiZEmdQr","RF",94.5,2,"tGKdGUH7",28.3,1
"65417670",2024-04-02,2024,"AAA","8QF89YJK7XV4DC2O",3,0,1,1,0,"l3JwS1ej","kqrPWvsd",NA,0,0,"R","R","fly_ball",47.5176061120915,14.8197797458064,80.9547544750153,197.10351120945,3763.76282909022,27.3132436756662,258.085100035696,5.7677451171875,"kUCRiW8o","RF",88.6,2,"kqrPWvsd",27.6,0
"65417670",2024-04-02,2024,"AAA","0WE97SFHW3TMCWT9",3,0,3,2,1,NA,"l3JwS1ej","kqrPWvsd",0,0,"L","R","fly_ball",30.9682803602936,-4.30461396943573,79.0494602349048,172.185282779607,2000.15762972661,-8.05907399208659,293.08800835615,4.8509345703125,"Humvr9NK","CF",91.4,2,"l3JwS1ej",30,0
"88734413",2024-04-03,2024,"AAA","38MUPQVXS8EWHK1D",6,1,2,2,0,NA,"fePkM7Fc",NA,5,2,"R","R","fly_ball",27.8751031478728,19.4424840075911,94.6579661485395,203.934422062217,2221.17831828675,31.6946654393676,328.862021786345,4.95118468952179,"Y7C4WMrn","RF",92.9,2,"fePkM7Fc",27.1,1
"01742439",2024-04-03,2024,"AAA","3DGGWSE4YNSYQ0TG",1,0,0,1,0,NA,"5Hhocirz","Wb361vjo",0,0,"L","R","fly_ball",35.9140021032721,4.71182952305726,89.3973501908011,172.39225680152,2782.92559548841,0.674095768012603,340.330774166621,5.5625771484375,"DM93xt4A","CF",89.8,2,"5Hhocirz",29.7,1
"02190738",2024-04-03,2024,"AAA","Z0TLH3P3F9NFS5WY",4,0,0,1,0,NA,"2xLm0aUg",NA,1,3,"L","R","fly_ball",55.0697574475208,29.1866891970779,106.397689262657,182.98186774077,5675.98906616111,NA,NA,NA,"bA1aFXZ2","RF",91.3,2,"2xLm0aUg",26.9,1
"89904545",2024-04-03,2024,"AAA","FY5IXNB2W2MU5PJS",1,0,1,0,1,"5R6OOs7a","SexlVJrA","IOg3Rl3A",1,3,"L","R","fly_ball",32.9465930241823,24.7864402256971,86.7028582916548,180.768995093068,2374.39244060453,25.2271514563421,322.503267049736,5.28642297077179,"cc0D3AQC","RF",96.1,2,"SexlVJrA",27.8,1
"89904545",2024-04-03,2024,"AAA","R7S1UGUPZB82BC8Z",3,1,0,0,1,"KI7DeSWk","qsQ43LaL",NA,2,4,"R","R","fly_ball",29.7990279233161,-1.43379923836644,91.352150481926,203.009744846462,2352.1099037465,10.3291755075023,333.843312311541,5.0679169921875,"UR2BEFSp","CF",91.2,2,"qsQ43LaL",28.2,0
"89904545",2024-04-03,2024,"AAA","TQ02V1YK5PDAJLVO",9,1,1,0,0,NA,"q0XvXFIp",NA,11,26,"R","R","fly_ball",34.2573901866102,-11.170626022814,82.3461681297557,200.64047635043,2544.53773751129,0.657829276894282,299.557458967089,5.4701318359375,"UR2BEFSp","CF",91.2,2,"q0XvXFIp",26.9,0
"23310948",2024-04-03,2024,"AAA","TY3KJS06EU82W92C",3,0,1,2,1,NA,"uQoFBicn","RrqFjaVG",0,0,"L","R","fly_ball",32.0092462213183,7.44755701994367,74.6680643988765,163.453959239901,2047.50289418621,1.80992712674799,262.773122150347,4.3764404296875,"bkPcOZqK","CF",96.2,2,"uQoFBicn",28,0
"60544561",2024-04-03,2024,"AAA","U9WMUZKVILPQDDVR",9,1,0,1,1,NA,"DADMa1s9","Za4whIze",11,7,"R","R","fly_ball",47.8712829414695,25.6841821027773,89.3746528822382,197.99665469751,4214.6557493718,40.6918535605431,289.866345767966,6.1930537109375,"VWztaKut","RF",89.3,2,"DADMa1s9",29.7,1
"09033838",2024-04-03,2024,"AAA","S0CVL8ZFXJGYPIJZ",4,1,1,0,0,NA,"s71eJlpD",NA,1,3,"R","R","fly_ball",31.9709621232967,-19.7089011303238,79.7970763511533,167.321932871342,2146.29323223369,-26.0382851051431,300.352324513356,5.06545422077179,"GwuK30Kf","LF",94.4,2,"s71eJlpD",NA,0
"95147260",2024-04-03,2024,"AAA","LTUWMXRKZUWXFWKV",2,1,3,2,0,NA,"CT0TqSf7",NA,2,0,"R","R","fly_ball",38.7690270594548,1.21222706816564,94.3176871304622,191.265462993907,3288.76642692608,14.5649319219086,315.905921133408,6.6045888671875,"VM3uztNy","CF",96.1,2,"CT0TqSf7",26.5,1
"95147260",2024-04-03,2024,"AAA","QS6W64X4AAKYZYLD",4,1,1,2,1,"7Vui2BdO","1WL1qrLU","cdT4dJjq",2,4,"L","R","fly_ball",26.7883090826307,-13.8485161038833,93.5033855193965,144.149514359701,2327.42252565644,-28.7038803673854,348.050792650849,4.7105126953125,"vKB09p3C","LF",90.4,2,"1WL1qrLU",28.4,0
"95147260",2024-04-03,2024,"AAA","4ZE6CKUCNUZQ3ZYS",9,1,2,2,1,NA,"DhNeQPr9","1WL1qrLU",2,5,"L","L","fly_ball",33.3237443227666,28.1726769772683,77.0128467570083,193.389710810664,2202.70602803797,32.3134089306569,288.446626172251,4.65860851764679,"l3JwS1ej","RF",93.5,2,"DhNeQPr9",28.4,1
"04965831",2024-04-03,2024,"AAA","8CQXF8JOUETKL11A",1,1,3,1,1,NA,"XB6r5ZQz",NA,0,0,"L","R","fly_ball",42.7956759143926,3.23703362343282,83.9624079929692,177.718960634808,3269.54857922418,0.963730225912007,244.216433032161,5.8795810546875,"mhsgITon","CF",95.5,2,"XB6r5ZQz",26.4,0
